title,singers,directors,lyricist,genre,album,download_link,poster,year
Sunrise,,"['Soumik Datta', ' Bernhard Schimpelsberger']",,[''],Anti Hero,,https://is1-ssl.mzstatic.com/image/thumb/Music6/v4/93/e4/12/93e41232-f885-7ddf-ab1f-7e0691afa633/cover.jpg/200x200.jpg,2014
Skeleton Leaves,,"['Soumik Datta', ' Bernhard Schimpelsberger']",,[''],Anti Hero,,https://is1-ssl.mzstatic.com/image/thumb/Music6/v4/93/e4/12/93e41232-f885-7ddf-ab1f-7e0691afa633/cover.jpg/200x200.jpg,2014
Anti Hero,['Rahel'],"['Soumik Datta', ' Bernhard Schimpelsberger']",,"['Pop', ' Rock', ' Sugam']",Anti Hero,,https://is1-ssl.mzstatic.com/image/thumb/Music6/v4/93/e4/12/93e41232-f885-7ddf-ab1f-7e0691afa633/cover.jpg/200x200.jpg,2014
Zero,,"['Soumik Datta', ' Bernhard Schimpelsberger']",,['New Age'],Anti Hero,,https://is1-ssl.mzstatic.com/image/thumb/Music6/v4/93/e4/12/93e41232-f885-7ddf-ab1f-7e0691afa633/cover.jpg/200x200.jpg,2014
Tokyo Slo Mo,['Rahel'],"['Soumik Datta', ' Bernhard Schimpelsberger']",,"['Pop', ' Sugam']",Anti Hero,,https://is1-ssl.mzstatic.com/image/thumb/Music6/v4/93/e4/12/93e41232-f885-7ddf-ab1f-7e0691afa633/cover.jpg/200x200.jpg,2014
Stray Dogs Vicious Circles,,"['Soumik Datta', ' Bernhard Schimpelsberger']",,[''],Anti Hero,,https://is1-ssl.mzstatic.com/image/thumb/Music6/v4/93/e4/12/93e41232-f885-7ddf-ab1f-7e0691afa633/cover.jpg/200x200.jpg,2014
Silver Lining,,"['Soumik Datta', ' Bernhard Schimpelsberger']",,[''],Anti Hero,,https://is1-ssl.mzstatic.com/image/thumb/Music6/v4/93/e4/12/93e41232-f885-7ddf-ab1f-7e0691afa633/cover.jpg/200x200.jpg,2014
The Return,['Fiona Bevan'],"['Soumik Datta', ' Bernhard Schimpelsberger']",,['Pop'],Anti Hero,,https://is1-ssl.mzstatic.com/image/thumb/Music6/v4/93/e4/12/93e41232-f885-7ddf-ab1f-7e0691afa633/cover.jpg/200x200.jpg,2014
XY,,"['Soumik Datta', ' Bernhard Schimpelsberger']",,[''],Anti Hero,,https://is1-ssl.mzstatic.com/image/thumb/Music6/v4/93/e4/12/93e41232-f885-7ddf-ab1f-7e0691afa633/cover.jpg/200x200.jpg,2014
Hero,,"['Soumik Datta', ' Bernhard Schimpelsberger']",,"['Pop', ' Sugam', ' Other']",Anti Hero,,https://is1-ssl.mzstatic.com/image/thumb/Music6/v4/93/e4/12/93e41232-f885-7ddf-ab1f-7e0691afa633/cover.jpg/200x200.jpg,2014
Road Ahead,,"['Soumik Datta', ' Bernhard Schimpelsberger']",,[''],Anti Hero,,https://is1-ssl.mzstatic.com/image/thumb/Music6/v4/93/e4/12/93e41232-f885-7ddf-ab1f-7e0691afa633/cover.jpg/200x200.jpg,2014
Ishq Tera Ishq Tera,"['Altamash Faridi', ' Palak Muchhal']",['Farzan Faaiz'],['Faaiz Anwar'],"['Filmi', ' Sufi/Qawwali']",Anuradha Aur Uski Kahani,https://www.youtube.com/watch?v=Q7KQ_WdIvI4,https://is5-ssl.mzstatic.com/image/thumb/Music5/v4/79/d9/1f/79d91f05-3168-aaac-ef47-f36d1047cf32/source/200x200.jpg,2014
Bahot Yaad Aata Hai,['Altamash Faridi'],['Farzan Faaiz'],['Faaiz Anwar'],"['Pop', ' Rock']",Anuradha Aur Uski Kahani,https://www.youtube.com/watch?v=m-kyZGJ5GbI,https://is5-ssl.mzstatic.com/image/thumb/Music5/v4/79/d9/1f/79d91f05-3168-aaac-ef47-f36d1047cf32/source/200x200.jpg,2014
Bas Yeh Dua Hai,"['Altamash Faridi', ' Ruprekha Banerjee']",['Farzan Faaiz'],['Faaiz Anwar'],['Filmi'],Anuradha Aur Uski Kahani,https://www.youtube.com/watch?v=zFS7K9DYA70,https://is5-ssl.mzstatic.com/image/thumb/Music5/v4/79/d9/1f/79d91f05-3168-aaac-ef47-f36d1047cf32/source/200x200.jpg,2014
Muskurane Ke Bahane,['Kavita Krishnamurthy'],['Farzan Faaiz'],['Faaiz Anwar'],['Filmi'],Anuradha Aur Uski Kahani,,https://is5-ssl.mzstatic.com/image/thumb/Music5/v4/79/d9/1f/79d91f05-3168-aaac-ef47-f36d1047cf32/source/200x200.jpg,2014
Bahot Yaad Aata Hai (Unplugged Version),['Altamash Faridi'],['Farzan Faaiz'],['Faaiz Anwar'],['Pop'],Anuradha Aur Uski Kahani,,https://is5-ssl.mzstatic.com/image/thumb/Music5/v4/79/d9/1f/79d91f05-3168-aaac-ef47-f36d1047cf32/source/200x200.jpg,2014
Muskura Muskura Ae Dile Tu Muskura,['Monali Thakur'],['Alokananda Dasgupta'],['Rajeshwari Dasgupta Ghose'],['Sugam'],Anwar Ka Ajab Kissa (Sniffer),https://www.youtube.com/watch?v=35_HjEXkZY0,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/8f/e4/cf/8fe4cfac-185d-8535-233b-c677eb93f666/828970097925.jpg/200x200.jpg,2014
Haattimatim Timtimtim,['Raman Mahadevan'],['Alokananda Dasgupta'],['Rajeshwari Dasgupta Ghose'],['Filmi'],Anwar Ka Ajab Kissa (Sniffer),https://www.youtube.com/watch?v=S6PjeGac_LA,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/8f/e4/cf/8fe4cfac-185d-8535-233b-c677eb93f666/828970097925.jpg/200x200.jpg,2014
Ghagro Jo Ghoome Marwad Jhoome,['Ridha'],['Harsh Sharma - I'],['Arvind Purohit'],['Filmi'],Any Time Money,https://www.youtube.com/watch?v=DbLk3qyhKAY,https://is3-ssl.mzstatic.com/image/thumb/Music1/v4/a1/e0/b4/a1e0b4e6-fcbf-4ddd-6ff1-d27424be7610/source/200x200.jpg,2014
Mann Ho Gaya Bawraa Re,"['Raja Hasan', ' Khushboo Jain']",['Harsh Sharma - I'],['Arvind Purohit'],['Filmi'],Any Time Money,https://www.youtube.com/watch?v=8swFYTl0_EA,https://is3-ssl.mzstatic.com/image/thumb/Music1/v4/a1/e0/b4/a1e0b4e6-fcbf-4ddd-6ff1-d27424be7610/source/200x200.jpg,2014
Chhappan Chhuri Nakhrali Hoon Main,['Ritu Pathak'],['Harsh Sharma - I'],['Arvind Purohit'],['Filmi'],Any Time Money,https://www.youtube.com/watch?v=Igw5ZHrcR6A,https://is3-ssl.mzstatic.com/image/thumb/Music1/v4/a1/e0/b4/a1e0b4e6-fcbf-4ddd-6ff1-d27424be7610/source/200x200.jpg,2014
Any Time Money,['Ritu Pathak'],['Harsh Sharma - I'],['Arvind Purohit'],['Filmi'],Any Time Money,https://www.youtube.com/watch?v=d2Jjv0mA4eI,https://is3-ssl.mzstatic.com/image/thumb/Music1/v4/a1/e0/b4/a1e0b4e6-fcbf-4ddd-6ff1-d27424be7610/source/200x200.jpg,2014
Yeh Pata Na Chala,['Khushboo Jain'],['Harsh Sharma - I'],['Arvind Purohit'],['Filmi'],Any Time Money,https://www.youtube.com/watch?v=eyal3pjsvXU,https://is3-ssl.mzstatic.com/image/thumb/Music1/v4/a1/e0/b4/a1e0b4e6-fcbf-4ddd-6ff1-d27424be7610/source/200x200.jpg,2014
Krazy Konnection (Feat. Salim Merchant),"['Armaan Malik', ' Salim Merchant']",['Armaan Malik'],"['Armaan Malik', ' Shraddha Pandit']","['Electronic', ' Pop']",Armaan,https://www.youtube.com/watch?v=XkqHFxMmXbc,https://is1-ssl.mzstatic.com/image/thumb/Music118/v4/e1/f9/40/e1f94050-457e-65c6-ce1d-dfd22fd7ab3e/00602537737789.rgb.jpg/200x200.jpg,2014
Bas Is Pal Mein,['Armaan Malik'],['Armaan Malik'],['Armaan Malik'],['Pop'],Armaan,,https://is1-ssl.mzstatic.com/image/thumb/Music118/v4/e1/f9/40/e1f94050-457e-65c6-ce1d-dfd22fd7ab3e/00602537737789.rgb.jpg/200x200.jpg,2014
What Love Is,['Armaan Malik'],['Armaan Malik'],['Armaan Malik'],"['Electronic', ' Pop']",Armaan,,https://is1-ssl.mzstatic.com/image/thumb/Music118/v4/e1/f9/40/e1f94050-457e-65c6-ce1d-dfd22fd7ab3e/00602537737789.rgb.jpg/200x200.jpg,2014
Kyon,['Armaan Malik'],['Armaan Malik'],['Shabbir Ahmed'],"['Pop', ' Hip-hop']",Armaan,,https://is1-ssl.mzstatic.com/image/thumb/Music118/v4/e1/f9/40/e1f94050-457e-65c6-ce1d-dfd22fd7ab3e/00602537737789.rgb.jpg/200x200.jpg,2014
Tu Hi Hai,['Armaan Malik'],['Armaan Malik'],"['Armaan Malik', ' Amal Malik']","['Pop', ' Hip-hop']",Armaan,,https://is1-ssl.mzstatic.com/image/thumb/Music118/v4/e1/f9/40/e1f94050-457e-65c6-ce1d-dfd22fd7ab3e/00602537737789.rgb.jpg/200x200.jpg,2014
Roke Na Koi,['Armaan Malik'],['Armaan Malik'],['Vayu'],"['Filmi', ' Electronic']",Armaan,,https://is1-ssl.mzstatic.com/image/thumb/Music118/v4/e1/f9/40/e1f94050-457e-65c6-ce1d-dfd22fd7ab3e/00602537737789.rgb.jpg/200x200.jpg,2014
Le Ja Zakhm Tere,['Armaan Malik'],['Armaan Malik'],['Armaan Malik'],['Filmi'],Armaan,,https://is1-ssl.mzstatic.com/image/thumb/Music118/v4/e1/f9/40/e1f94050-457e-65c6-ce1d-dfd22fd7ab3e/00602537737789.rgb.jpg/200x200.jpg,2014
Krazy Konnection (Feat. Salim Merchant) (Dubstep Mix),"['Armaan Malik', ' Salim Merchant']",['Armaan Malik'],"['Armaan Malik', ' Shraddha Pandit']","['Electronic', ' Pop']",Armaan,,https://is1-ssl.mzstatic.com/image/thumb/Music118/v4/e1/f9/40/e1f94050-457e-65c6-ce1d-dfd22fd7ab3e/00602537737789.rgb.jpg/200x200.jpg,2014
Arz,['Adnan Dhool'],['Soch'],['Soch'],"['Pop', ' Filmi']",Arz,https://www.youtube.com/watch?v=JAStmezpRck,https://is1-ssl.mzstatic.com/image/thumb/Music3/v4/4e/c5/b1/4ec5b159-a688-3778-92a7-6e6d8d596f25/inlay_soch.jpg/200x200.jpg,2014
Baarish Ka Mausam,['Sukhwinder Singh'],,,"['Filmi', ' Pop']",Baarish Ki Boondein,,https://is1-ssl.mzstatic.com/image/thumb/Music112/v4/05/f3/25/05f32543-f514-b1b3-2918-709dfc477ad8/840452175136.png/200x200.jpg,2014
Saawan Mein Aag,['Sukhwinder Singh'],,,"['Filmi', ' Pop']",Baarish Ki Boondein,,https://is1-ssl.mzstatic.com/image/thumb/Music112/v4/05/f3/25/05f32543-f514-b1b3-2918-709dfc477ad8/840452175136.png/200x200.jpg,2014
Saawan Mein Aag (Remix),['Sukhwinder Singh'],,,"['Filmi', ' Pop']",Baarish Ki Boondein,,https://is1-ssl.mzstatic.com/image/thumb/Music112/v4/05/f3/25/05f32543-f514-b1b3-2918-709dfc477ad8/840452175136.png/200x200.jpg,2014
Rab Jaane,['Rahat Fateh Ali Khan'],['Sahir Ali Bagga'],['Imran Raza'],"['Rock', ' Sufi/Qawwali']",Back 2 Love,,https://is1-ssl.mzstatic.com/image/thumb/Music128/v4/da/cc/80/dacc8042-e493-4568-124e-38555270ac63/00602537882793.rgb.jpg/200x200.jpg,2014
Habibi,['Rahat Fateh Ali Khan'],"['Salim - Sulaiman', ' Sahir Ali Bagga']",['Javed Ali Khan'],"['Arabic', ' Filmi']",Back 2 Love,https://www.youtube.com/watch?v=iNiqZzl-_G0,https://is1-ssl.mzstatic.com/image/thumb/Music128/v4/da/cc/80/dacc8042-e493-4568-124e-38555270ac63/00602537882793.rgb.jpg/200x200.jpg,2014
Rim Jhim,"['Rahat Fateh Ali Khan', ' Shreya Ghoshal']","['Rahat Fateh Ali Khan', ' Mian Yousuf Salahuddin', ' Sahir Ali Bagga']",['Mian Yousuf Salahuddin'],['Filmi'],Back 2 Love,https://www.youtube.com/watch?v=nvN_bk-3-Ts,https://is1-ssl.mzstatic.com/image/thumb/Music128/v4/da/cc/80/dacc8042-e493-4568-124e-38555270ac63/00602537882793.rgb.jpg/200x200.jpg,2014
Zaroori Tha,['Rahat Fateh Ali Khan'],['Sahir Ali Bagga'],['Khalil-ur-Rehman Qamar'],['Filmi'],Back 2 Love,,https://is1-ssl.mzstatic.com/image/thumb/Music128/v4/da/cc/80/dacc8042-e493-4568-124e-38555270ac63/00602537882793.rgb.jpg/200x200.jpg,2014
Nach Dumadum,['Rahat Fateh Ali Khan'],"['Rahat Fateh Ali Khan', ' Sahir Ali Bagga']",['Imran Raza'],['Filmi'],Back 2 Love,,https://is1-ssl.mzstatic.com/image/thumb/Music128/v4/da/cc/80/dacc8042-e493-4568-124e-38555270ac63/00602537882793.rgb.jpg/200x200.jpg,2014
Sab Jhoote,['Rahat Fateh Ali Khan'],"['Sahir Ali Bagga', ' Rahat Fateh Ali Khan']",['Rahat Fateh Ali Khan'],['Filmi'],Back 2 Love,,https://is1-ssl.mzstatic.com/image/thumb/Music128/v4/da/cc/80/dacc8042-e493-4568-124e-38555270ac63/00602537882793.rgb.jpg/200x200.jpg,2014
Dil Ke Taar,['Rahat Fateh Ali Khan'],['Sahir Ali Bagga'],['Javed Ali Khan'],['Filmi'],Back 2 Love,,https://is1-ssl.mzstatic.com/image/thumb/Music128/v4/da/cc/80/dacc8042-e493-4568-124e-38555270ac63/00602537882793.rgb.jpg/200x200.jpg,2014
Sharab-E-Husn,['Rahat Fateh Ali Khan'],"['Rahat Fateh Ali Khan', ' Sahir Ali Bagga']","['Rahat Fateh Ali Khan', ' Javed Ali Khan']",['Filmi'],Back 2 Love,,https://is1-ssl.mzstatic.com/image/thumb/Music128/v4/da/cc/80/dacc8042-e493-4568-124e-38555270ac63/00602537882793.rgb.jpg/200x200.jpg,2014
Aag Lagi,['Rahat Fateh Ali Khan'],"['Rahat Fateh Ali Khan', ' Sahir Ali Bagga']","['Rahat Fateh Ali Khan', ' Javed Ali Khan']",['Filmi'],Back 2 Love,,https://is1-ssl.mzstatic.com/image/thumb/Music128/v4/da/cc/80/dacc8042-e493-4568-124e-38555270ac63/00602537882793.rgb.jpg/200x200.jpg,2014
Fusion In Raag Champa Kali,['Rahat Fateh Ali Khan'],"['Rahat Fateh Ali Khan', ' Sahir Ali Bagga']",['Traditional'],"['Hindustani', ' Rock']",Back 2 Love,,https://is1-ssl.mzstatic.com/image/thumb/Music128/v4/da/cc/80/dacc8042-e493-4568-124e-38555270ac63/00602537882793.rgb.jpg/200x200.jpg,2014
Badlapur Boys,['Sukhwinder Singh'],['Shamir Tandon'],['Sameer Anjaan'],['Filmi'],Badlapur Boys,https://www.youtube.com/watch?v=qEH7HskM6os,https://is1-ssl.mzstatic.com/image/thumb/Music114/v4/98/65/75/98657523-ae22-0cfc-e070-74ad4eafe8cb/840780180413.png/200x200.jpg,2014
Jhinka Chika,['Ritu - I'],['Sachin Gupta'],['Sameer Anjaan'],['Filmi'],Badlapur Boys,https://www.youtube.com/watch?v=ZswVZdtPRSY,https://is1-ssl.mzstatic.com/image/thumb/Music114/v4/98/65/75/98657523-ae22-0cfc-e070-74ad4eafe8cb/840780180413.png/200x200.jpg,2014
More Saiyan,"['Shreya Ghoshal', ' Javed Ali']",['Raju Sardar'],['Sameer Anjaan'],['Filmi'],Badlapur Boys,https://www.youtube.com/watch?v=lgXRWE8RpUU,https://is1-ssl.mzstatic.com/image/thumb/Music114/v4/98/65/75/98657523-ae22-0cfc-e070-74ad4eafe8cb/840780180413.png/200x200.jpg,2014
Do Akhiyan,"['Shaan', ' Mahalakshmi Iyer']",['Sachin Gupta'],['Sameer Anjaan'],['Filmi'],Badlapur Boys,https://www.youtube.com/watch?v=xBcunzfdrYs,https://is1-ssl.mzstatic.com/image/thumb/Music114/v4/98/65/75/98657523-ae22-0cfc-e070-74ad4eafe8cb/840780180413.png/200x200.jpg,2014
Shake That Booty,['Mika Singh'],['Mika Singh'],['Mika Singh'],['Pop'],Balwinder Singh Famous Ho Gaya,https://www.youtube.com/watch?v=fT--5F9jW_I,https://is1-ssl.mzstatic.com/image/thumb/Music112/v4/d1/3d/05/d13d0590-640a-858b-b442-4e8b4aada130/8901854037193.jpg/200x200.jpg,2014
Mohabbat Ka Bhopu,"['Mika Singh', ' Shaan']",['Lalit Pandit'],['Nikhat Khan - I'],['Filmi'],Balwinder Singh Famous Ho Gaya,https://www.youtube.com/watch?v=SiW_AMo1uJA,https://is1-ssl.mzstatic.com/image/thumb/Music112/v4/d1/3d/05/d13d0590-640a-858b-b442-4e8b4aada130/8901854037193.jpg/200x200.jpg,2014
Main Tera Hoon,['Mika Singh'],['Mika Singh'],"['Mika Singh', ' Rashu Khan']",['Filmi'],Balwinder Singh Famous Ho Gaya,https://www.youtube.com/watch?v=Qx5HezHPopE,https://is1-ssl.mzstatic.com/image/thumb/Music112/v4/d1/3d/05/d13d0590-640a-858b-b442-4e8b4aada130/8901854037193.jpg/200x200.jpg,2014
Kaun Samjhaye,['Mika Singh'],['Mika Singh'],['Dhamma Sirhind'],"['Filmi', ' Pop']",Balwinder Singh Famous Ho Gaya,https://www.youtube.com/watch?v=oF0p-BRssXg,https://is1-ssl.mzstatic.com/image/thumb/Music112/v4/d1/3d/05/d13d0590-640a-858b-b442-4e8b4aada130/8901854037193.jpg/200x200.jpg,2014
Kenny Ji O Paaji Tussi Sax Waja De,['Shaan'],['Superbia'],['Shaan'],"['Filmi', ' Electronic']",Balwinder Singh Famous Ho Gaya,https://www.youtube.com/watch?v=_tfDEpBLx88,https://is1-ssl.mzstatic.com/image/thumb/Music112/v4/d1/3d/05/d13d0590-640a-858b-b442-4e8b4aada130/8901854037193.jpg/200x200.jpg,2014
Kaun Samjhaye (House Mix),['Mika Singh'],['Mika Singh'],['Dhamma Sirhind'],"['Filmi', ' Pop']",Balwinder Singh Famous Ho Gaya,,https://is1-ssl.mzstatic.com/image/thumb/Music112/v4/d1/3d/05/d13d0590-640a-858b-b442-4e8b4aada130/8901854037193.jpg/200x200.jpg,2014
Shake That Booty (DJ Intense Remix),['Mika Singh'],['Mika Singh'],['Mika Singh'],['Pop'],Balwinder Singh Famous Ho Gaya,https://www.youtube.com/watch?v=w5b-k7N7eDw,https://is1-ssl.mzstatic.com/image/thumb/Music112/v4/d1/3d/05/d13d0590-640a-858b-b442-4e8b4aada130/8901854037193.jpg/200x200.jpg,2014
Ae Tijori,['Kamini Khanna'],['Kamini Khanna'],['Kamini Khanna'],['Filmi'],Bandagi,,https://is5-ssl.mzstatic.com/image/thumb/Music60/v4/96/d3/dc/96d3dc0d-d009-e7f6-bfb3-a7b9438dddfa/source/200x200.jpg,2014
Sab Apne Rang Mein Rang,['Kamini Khanna'],['Kamini Khanna'],['Kamini Khanna'],['Filmi'],Bandagi,https://www.youtube.com/watch?v=JM-TJBgw2AY,https://is5-ssl.mzstatic.com/image/thumb/Music60/v4/96/d3/dc/96d3dc0d-d009-e7f6-bfb3-a7b9438dddfa/source/200x200.jpg,2014
Mori Nayya Paar Laga,['Kamini Khanna'],['Kamini Khanna'],['Kamini Khanna'],['Filmi'],Bandagi,,https://is5-ssl.mzstatic.com/image/thumb/Music60/v4/96/d3/dc/96d3dc0d-d009-e7f6-bfb3-a7b9438dddfa/source/200x200.jpg,2014
Anand Anand,['Kamini Khanna'],['Kamini Khanna'],['Kamini Khanna'],['Filmi'],Bandagi,,https://is5-ssl.mzstatic.com/image/thumb/Music60/v4/96/d3/dc/96d3dc0d-d009-e7f6-bfb3-a7b9438dddfa/source/200x200.jpg,2014
Tu Meri,['Vishal Dadlani'],['Vishal - Shekhar'],['Vishal Dadlani'],['Pop'],Bang Bang,https://www.youtube.com/watch?v=YAOIbHBEvi0,https://is1-ssl.mzstatic.com/image/thumb/Music123/v4/25/01/97/250197ec-0724-b228-4bb6-b2763b1892f7/8718857799191.png/200x200.jpg,2014
Meherbaan,"['Ash King', ' Shilpa Rao', ' Shekhar Ravjiani']",['Vishal - Shekhar'],"['Anvita Dutt', ' Kumaar']",['Filmi'],Bang Bang,https://www.youtube.com/watch?v=_JND3HuOmDM,https://is1-ssl.mzstatic.com/image/thumb/Music123/v4/25/01/97/250197ec-0724-b228-4bb6-b2763b1892f7/8718857799191.png/200x200.jpg,2014
Uff,"['Harshdeep Kaur', ' Benny Dayal']",['Vishal - Shekhar'],['Anvita Dutt'],['Filmi'],Bang Bang,https://www.youtube.com/watch?v=K8KAbu45-kE,https://is1-ssl.mzstatic.com/image/thumb/Music123/v4/25/01/97/250197ec-0724-b228-4bb6-b2763b1892f7/8718857799191.png/200x200.jpg,2014
Bang Bang,"['Benny Dayal', ' Neeti Mohan']",['Vishal - Shekhar'],['Vishal Dadlani'],['Pop'],Bang Bang,https://www.youtube.com/watch?v=jZyAB2KFDls,https://is1-ssl.mzstatic.com/image/thumb/Music123/v4/25/01/97/250197ec-0724-b228-4bb6-b2763b1892f7/8718857799191.png/200x200.jpg,2014
Meherbaan (Reprise),['Shekhar Ravjiani'],['Vishal - Shekhar'],"['Anvita Dutt', ' Kumaar']",['Pop'],Bang Bang,https://www.youtube.com/watch?v=rZJGxWPjDpY,https://is1-ssl.mzstatic.com/image/thumb/Music123/v4/25/01/97/250197ec-0724-b228-4bb6-b2763b1892f7/8718857799191.png/200x200.jpg,2014
Tu Meri (Remix),['Vishal Dadlani'],['Vishal - Shekhar'],['Vishal Dadlani'],['Pop'],Bang Bang,https://www.youtube.com/watch?v=alyqxaacKsk,https://is1-ssl.mzstatic.com/image/thumb/Music123/v4/25/01/97/250197ec-0724-b228-4bb6-b2763b1892f7/8718857799191.png/200x200.jpg,2014
Beparwah,['Khalid Ahamed'],['Parvaaz'],"['Kashif Iqbal', ' Khalid Ahamed']",['Rock'],Baran,https://www.youtube.com/watch?v=MNmiN43iAyQ,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/08/ec/97/08ec9714-038a-3b8c-1763-6536a409163d/cover.jpg/200x200.jpg,2014
Ab Ki Ye Subah,['Khalid Ahamed'],,"['Kashif Iqbal', ' Khalid Ahamed']","['Pop', ' Rock', ' Celtic']",Baran,https://www.youtube.com/watch?v=_7Cn3HNciBI,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/08/ec/97/08ec9714-038a-3b8c-1763-6536a409163d/cover.jpg/200x200.jpg,2014
Gul Gulshan,['Khalid Ahamed'],,['Ghulam Ahmad Mahjoor'],"['Pop', ' Rock', ' Kashmiri Folk']",Baran,,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/08/ec/97/08ec9714-038a-3b8c-1763-6536a409163d/cover.jpg/200x200.jpg,2014
Roz Roz,['Khalid Ahamed'],,['Ghulam Ahmad Mahjoor'],"['Pop', ' Kashmiri Folk']",Baran,,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/08/ec/97/08ec9714-038a-3b8c-1763-6536a409163d/cover.jpg/200x200.jpg,2014
Baran,['Khalid Ahamed'],,"['Kashif Iqbal', ' Khalid Ahamed']",['Rock'],Baran,https://www.youtube.com/watch?v=sd9akn_TpLo,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/08/ec/97/08ec9714-038a-3b8c-1763-6536a409163d/cover.jpg/200x200.jpg,2014
Ghaib,['Khalid Ahamed'],,"['Kashif Iqbal', ' Khalid Ahamed']",['Pop'],Baran,,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/08/ec/97/08ec9714-038a-3b8c-1763-6536a409163d/cover.jpg/200x200.jpg,2014
Fitnah,['Khalid Ahamed'],,"['Kashif Iqbal', ' Khalid Ahamed']",['Rock'],Baran,,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/08/ec/97/08ec9714-038a-3b8c-1763-6536a409163d/cover.jpg/200x200.jpg,2014
Ziyankar,['Khalid Ahamed'],,['Allama Iqbal'],['Rock'],Baran,,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/08/ec/97/08ec9714-038a-3b8c-1763-6536a409163d/cover.jpg/200x200.jpg,2014
Bas Bajna Chahiye Gaana,"['Benny Dayal', ' Anusha Mani']",['Amit Trivedi'],"['Aman Sinha', ' Ozil Dalal']","['Filmi', ' Pop']",Bas Bajna Chahiye,https://www.youtube.com/watch?v=eWsm3BJffaA,https://is1-ssl.mzstatic.com/image/thumb/Music3/v4/10/da/17/10da1777-0641-d227-377d-a6d8c9c4f680/889176055430.jpg/200x200.jpg,2014
Gulchharrey,"['Benny Dayal', ' Aditi Singh Sharma']",['Raghu Dixit'],['Anvita Dutt'],"['Pop', ' Filmi']",Bewakoofiyaan,https://www.youtube.com/watch?v=ub1y7OBNOeU,https://is4-ssl.mzstatic.com/image/thumb/Music/v4/26/09/b1/2609b151-c1c1-063d-d130-7f7f1330a6b0/source/200x200.jpg,2014
Khamakhaan,"['Ayushmann Khurrana', ' Neeti Mohan']",['Raghu Dixit'],['Habib Faisal'],"['Pop', ' Filmi']",Bewakoofiyaan,https://www.youtube.com/watch?v=xfkJ9zobTxQ,https://is4-ssl.mzstatic.com/image/thumb/Music/v4/26/09/b1/2609b151-c1c1-063d-d130-7f7f1330a6b0/source/200x200.jpg,2014
Bewakoofiyaan,['Raghu Dixit'],['Raghu Dixit'],['Anvita Dutt'],['Pop'],Bewakoofiyaan,https://www.youtube.com/watch?v=wHfPuikFRM0,https://is4-ssl.mzstatic.com/image/thumb/Music/v4/26/09/b1/2609b151-c1c1-063d-d130-7f7f1330a6b0/source/200x200.jpg,2014
Rumaani Sa,"['Mohit Chauhan', ' Shreya Ghoshal']",['Raghu Dixit'],['Anvita Dutt'],['Pop'],Bewakoofiyaan,https://www.youtube.com/watch?v=FxJorGhjYq4,https://is4-ssl.mzstatic.com/image/thumb/Music/v4/26/09/b1/2609b151-c1c1-063d-d130-7f7f1330a6b0/source/200x200.jpg,2014
Ey Jigida,['Vishal Dadlani'],['Raghu Dixit'],['Anvita Dutt'],"['Pop', ' Filmi']",Bewakoofiyaan,https://www.youtube.com/watch?v=e46frqKYUj0,https://is4-ssl.mzstatic.com/image/thumb/Music/v4/26/09/b1/2609b151-c1c1-063d-d130-7f7f1330a6b0/source/200x200.jpg,2014
Champakali,"['Baba Sehgal', ' Gargi Verma']",['Parivesh Singh'],['Prem Sagar - I'],['Filmi'],Bhai Ka Maal Hai ,,https://is1-ssl.mzstatic.com/image/thumb/Music5/v4/71/e8/bc/71e8bc32-4855-81cb-ee40-c9c6acbce846/888831944911.jpg/200x200.jpg,2014
Bhai Ko Mili Hai Hoor,['Udit Narayan'],['Parivesh Singh'],['Anil Goyal'],['Filmi'],Bhai Ka Maal Hai ,,https://is1-ssl.mzstatic.com/image/thumb/Music5/v4/71/e8/bc/71e8bc32-4855-81cb-ee40-c9c6acbce846/888831944911.jpg/200x200.jpg,2014
Meri Saanson Mein,"['Neha Rajpal', ' Amit Gupta']",['Parivesh Singh'],['Prem Sagar - I'],"['Filmi', ' Rock']",Bhai Ka Maal Hai ,,https://is1-ssl.mzstatic.com/image/thumb/Music5/v4/71/e8/bc/71e8bc32-4855-81cb-ee40-c9c6acbce846/888831944911.jpg/200x200.jpg,2014
Kar De Raham Mere Allah,['Krishna Beura'],['Parivesh Singh'],['Prem Sagar - I'],"['Electronic', ' Sugam']",Bhai Ka Maal Hai ,,https://is1-ssl.mzstatic.com/image/thumb/Music5/v4/71/e8/bc/71e8bc32-4855-81cb-ee40-c9c6acbce846/888831944911.jpg/200x200.jpg,2014
